labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug 
1,MD,Other,26,26,26,412.38615385,1001,F,M,N
2,ARNP,Nurse Practitioner,56,56,56,95.5,129,O,F,N
1,MD,Internal Medicine,47,40,47,138.34765957,200,F,M,N
1,DO,Radiation Oncology,88,34,44,58.03,222,F,M,N
3,MD,Emergency Medicine,18,18,18,228.83,1822.7555556,F,F,N
1,MD,Internal Medicine,66,64,66,69.342424242,146.04545455,F,M,N
0,MD,Nephrology,121,70,121,3,20,O,M,N
1,MD,Nephrology,175,97,175,106.29,205,F,M,N
0,PT,Physical Therapist in Private Practice,27,16,25,35.558518519,65,O,M,N
0,OD,Optometry,30,27,30,89.14,170.3,O,M,N
0,MD,Ophthalmology,817,182,788,74.362986536,250.30599755,O,M,Y
0,Other,Other,214,27,214,87.34,150,O,M,N
1,MD,Other,89,89,89,133.24,306.62921348,F,M,N
1,MD,Other,87,87,87,197.16,445.62068966,F,M,N
1,MD,Other,51,28,51,38.27,88.431372549,F,M,N
1,MD,Other,168,164,168,69.92,159.19047619,F,M,N
2,DPM,Podiatry,139,139,139,67.62,79,O,F,N
1,MD,Internal Medicine,18,17,18,158.45,279.5,F,M,N
0,Organization,Mass Immunizer Roster Biller,13,13,13,23.43,24.212307692,O,O,N
3,MD,Interventional Cardiology,17,17,17,126.74,301,F,F,N
2,MD,Interventional Cardiology,11,11,11,132.91363636,216.18181818,O,F,N
2,MD,Interventional Cardiology,39,31,39,49.868205128,78.051282051,O,F,N
3,MD,Ophthalmology,74,59,74,311.09,370,F,F,N
2,MD,Ophthalmology,30,30,30,64.72,99,O,F,N
0,MD,Orthopedic Surgery,19,14,17,27.123684211,87.99,O,M,N
0,MD,Other,34,29,34,109.68,140,O,M,N
0,MD,Urology,20,19,20,259.03,662,O,M,N
0,MD,Urology,369,233,369,3.08,14,O,M,N
0,MD,Urology,153,115,153,25.23,50,O,M,N
1,MD,Urology,34,34,34,139.95,237,F,M,N
1,MD,Other,28,25,28,109.74,321,F,M,N
1,MD,Other,16,16,16,26.63,70,F,M,N
1,MD,Other,24,23,24,109.49,281,F,M,N
1,MD,Other,197,172,197,135.79,363,F,M,N
1,MD,Other,23,22,23,255.20478261,1610,F,M,N
0,MD,Other,40,40,40,71.84,111,O,M,N
3,MD,Anesthesiology,15,14,15,137.984,633.6,F,F,N
0,MD,Internal Medicine,134,62,134,72.02,125.93283582,O,M,N
1,MD,Internal Medicine,36,36,36,110.16,250,F,M,N
0,MD,Internal Medicine,18,18,18,100.31,252.77777778,O,M,N
0,MD,Internal Medicine,39,39,39,179.93,310.25641026,O,M,N
1,MD,Anesthesiology,17,17,17,72.88,640,F,M,N
1,MD,Internal Medicine,14,14,14,135.77,268,F,M,N
1,MD,Internal Medicine,45,39,45,198.63577778,364.57777778,F,M,N
0,MD,Internal Medicine,44,42,44,128.61,202.90909091,O,M,N
0,MD,Internal Medicine,71,71,71,16.666478873,27.676056338,O,M,Y
1,MD,Family Practice,14,13,14,94.19,200,F,M,N
0,MD,Family Practice,50,50,50,26.7688,26.9354,O,M,N
0,MD,Family Practice,288,132,288,103.52,255,O,M,N
0,MD,Gastroenterology,31,31,31,120.35774194,750,O,M,N
0,MD,Family Practice,75,57,75,71.6,115,O,M,N
1,MD,Emergency Medicine,26,26,26,119.09,1371.0769231,F,M,N
0,MD,Nephrology,82,66,82,3.5,15,O,M,N
0,MD,Nephrology,57,43,57,13.32,15,O,M,N
0,MD,Nephrology,1114,303,1114,122.85,257.99910233,O,M,N
0,MD,Nephrology,16,14,16,164.12,345,O,M,N
0,MD,Medical Oncology,128,96,128,105.19210938,500,O,M,N
0,MD,Medical Oncology,16,12,16,71.27,175,O,M,N
0,MD,Medical Oncology,54,54,54,156.99,389,O,M,N
0,MD,Medical Oncology,440,363,440,69.36,171,O,M,N
1,MD,Internal Medicine,118,116,118,13.18,26.22,F,M,N
1,MD,Internal Medicine,457,274,457,76.69,128.38212254,F,M,N
0,OD,Optometry,24,24,24,121.24,130,O,M,N
2,FNP,Nurse Practitioner,30,27,30,305.07,660,O,F,N
0,MD,Dermatology,222,131,222,68.762792793,150,O,M,N
0,MD,Dermatology,31,19,31,125.42387097,252,O,M,N
1,MD,Gastroenterology,35,34,35,9.93,59.657142857,F,M,N
1,MD,Gastroenterology,26,26,26,174.89307692,1805.0769231,F,M,N
0,PA,Physician Assistant,89,76,89,5.8030337079,17.431460674,O,M,Y
1,MD,Diagnostic Radiology,433,380,426,9.0987528868,41,F,M,N
0,MD,Diagnostic Radiology,127,125,127,10.881496063,45,O,M,N
1,MD,Diagnostic Radiology,11,11,11,11.118181818,49,F,M,N
1,MD,Diagnostic Radiology,18,18,18,11.22,28,F,M,N
1,MD,Diagnostic Radiology,26,14,17,17.552307692,57,F,M,N
1,MD,Diagnostic Radiology,32,31,32,57.2303125,174,F,M,N
2,MD,Internal Medicine,11,11,11,20.68,62,O,F,N
2,MD,Internal Medicine,32,23,32,12.37,37,O,F,N
2,MD,Internal Medicine,17,13,15,11.1,34,O,F,N
2,PT,Physical Therapist in Private Practice,255,14,135,28.85027451,54,O,F,N
1,MD,Internal Medicine,44,21,44,39.58,75,F,M,N
2,MD,Nephrology,195,114,195,122.82,145,O,F,N
3,MD,Other,83,83,83,118.36,1053,F,F,N
3,MD,Diagnostic Radiology,51,51,51,50.653333333,145,F,F,N
3,MD,Diagnostic Radiology,24,22,24,13.76,30,F,F,N
3,MD,Diagnostic Radiology,19,19,19,22.26,75,F,F,N
3,MD,Diagnostic Radiology,60,57,60,30.32,40,F,F,N
0,MD,Rheumatology,154,62,154,53.34,137,O,M,N
0,MD,Rheumatology,796,321,796,63.79,164,O,M,N
0,MD,Rheumatology,225,76,225,22.82,62,O,M,N
0,Other,Physical Therapist in Private Practice,93,14,89,22.322580645,45,O,M,N
1,MD,Other,47,28,47,24.36,101,F,M,N
3,MD,Internal Medicine,11,11,11,97.13,262,F,F,N
3,MD,Internal Medicine,19,15,19,38.89,107,F,F,N
3,MD,Internal Medicine,226,81,226,70.06,190,F,F,N
3,MD,Internal Medicine,39,27,39,101.39,275,F,F,N
0,MD,Orthopedic Surgery,37,37,37,41.24,94,O,M,N
0,MD,Orthopedic Surgery,161,115,161,69.55,145.1863354,O,M,N
1,MD,Diagnostic Radiology,128,125,128,11.14375,34,F,M,N
1,MD,Diagnostic Radiology,14,14,14,8.3214285714,25,F,M,N
1,MD,Diagnostic Radiology,41,38,39,8.6714634146,27,F,M,N
1,MD,Diagnostic Radiology,47,47,47,99.689148936,301,F,M,N
1,MD,Diagnostic Radiology,28,27,28,22.905714286,73,F,M,N
1,MD,Diagnostic Radiology,70,69,70,26.339,85,F,M,N
1,MD,Diagnostic Radiology,21,21,21,40.088571429,128,F,M,N
1,MD,Diagnostic Radiology,71,70,71,28.535211268,93,F,M,N
1,MD,Diagnostic Radiology,17,16,17,31.918235294,101,F,M,N
1,MD,Diagnostic Radiology,105,105,105,10.133333333,46,F,M,N
1,MD,Diagnostic Radiology,24,24,24,34.25,118,F,M,N
1,MD,Diagnostic Radiology,454,454,454,36.645242291,70,F,M,N
0,MD,Orthopedic Surgery,107,91,107,78.11,165,O,M,N
0,MD,Other,40,26,40,150.989,154.5895,O,M,N
1,MD,Internal Medicine,48,47,48,62.04,353,F,M,N
1,MD,Internal Medicine,91,89,91,117.7,631,F,M,N
0,Organization,Family Practice,257,92,257,3,18,O,M,N
0,Organization,Family Practice,99,77,99,10.66,25,O,M,N
0,Organization,Family Practice,41,41,41,126.88,253,O,M,N
1,MD,Internal Medicine,80,54,80,116.86,735.53125,F,M,N
2,MD,Internal Medicine,38,33,38,40.91,65.052631579,O,F,N
2,MD,Internal Medicine,58,58,58,90.3,168,O,F,N
0,DPM,Podiatry,37,19,37,111.9,290,O,M,N
0,DPM,Podiatry,21,12,21,43.49,185.71428571,O,M,N
3,MD,Gastroenterology,42,31,32,11.31,23,F,F,N
2,MD,Other,26,26,26,102.61961538,150,O,F,N
0,MD,Nephrology,180,83,180,11.99,47.5,O,M,N
1,MD,Nephrology,58,20,58,84.08,210.5,F,M,N
0,MD,Nephrology,99,46,99,24.41,25,O,M,N
0,MD,Nephrology,1058,34,55,13.310727788,30,O,M,Y
0,Organization,Other,58,50,58,409.58448276,663.79310345,F,O,N
2,MD,Family Practice,16,16,16,23.37,45,O,F,N
1,MD,Psychiatry,189,68,189,50.84,75,F,M,N
1,MD,Hematology-Oncology,25,25,25,169.92,180,F,M,N
2,MD,Family Practice,24,23,24,17.43,40,O,F,N
0,MD,Cardiology,33,26,33,19.254545455,125,O,M,N
1,MD,Gastroenterology,16,16,16,249.39,825,F,M,N
3,ARNP,Nurse Practitioner,22,22,22,54.23,892,F,F,N
2,MD,Internal Medicine,12,12,12,16.97,48,O,F,N
2,MD,Other,196,133,157,47.008163265,151.10510204,O,F,N
2,MD,Other,94,94,94,162.39,417.76595745,O,F,N
0,MD,Orthopedic Surgery,40,23,30,41.28875,78.95,O,M,N
1,MD,Orthopedic Surgery,16,16,16,306.1,570,F,M,N
0,MD,Orthopedic Surgery,195,97,179,34.510871795,41.951897436,O,M,N
0,MD,Orthopedic Surgery,72,55,72,42.41,47,O,M,N
0,DPM,Podiatry,919,421,919,45.19,65,O,M,N
0,DPM,Podiatry,22,19,22,154.06,300,O,M,N
1,MD,Anesthesiology,61,61,61,79.129672131,305.38131148,F,M,N
2,Other,Other,31,29,31,136.50419355,300,O,F,N
3,Other,Other,63,25,63,134.14666667,300,F,F,N
0,MD,Diagnostic Radiology,89,88,89,98.268651685,719.40449438,O,M,N
0,MD,Diagnostic Radiology,56,51,54,122.68803571,741.28571429,O,M,N
0,OD,Optometry,60,60,60,59.532,94.066666667,O,M,N
3,MD,Pathology,16,16,16,49.16,387.9,F,F,N
2,MD,Pathology,32,17,17,64.8984375,111.59375,O,F,N
3,MD,Pathology,40,39,40,12.75,173.6,F,F,N
1,MD,Other,52,35,52,110.1,240,F,M,N
1,DO,Emergency Medicine,69,68,68,8.29,145.71014493,F,M,N
1,DO,Emergency Medicine,252,238,252,168.89,1640.1825397,F,M,N
0,MD,Urology,36,23,36,23.19,80,O,M,N
0,MD,Urology,636,272,636,11.07,35,O,M,N
3,MD,Internal Medicine,12,12,12,141.75,434.33333333,F,F,N
0,MD,Cardiology,91,67,91,9.7045054945,44,O,M,N
0,MD,Cardiology,362,267,362,4.5196961326,28,O,M,N
1,MD,Diagnostic Radiology,70,70,70,49.474285714,222.26,F,M,N
1,MD,Diagnostic Radiology,59,59,59,87.812372881,418.68,F,M,N
0,MD,Diagnostic Radiology,31,31,31,16.770322581,74.946774194,O,M,N
0,MD,Diagnostic Radiology,18,17,18,95.023333333,577.38,O,M,N
1,MD,Diagnostic Radiology,11,11,11,8.19,36.99,F,M,N
0,MD,Diagnostic Radiology,12,12,12,99.375833333,626.09416667,O,M,N
1,MD,Diagnostic Radiology,16,16,16,15.74,68.58,F,M,N
1,MD,Diagnostic Radiology,28,28,28,38.09,152.37,F,M,N
1,MD,Emergency Medicine,307,299,307,185.08,1112.3713355,F,M,N
1,MD,Diagnostic Radiology,18,18,18,13.85,73,F,M,N
1,MD,Diagnostic Radiology,436,408,436,11.29,64,F,M,N
1,MD,Diagnostic Radiology,34,34,34,15.95,90,F,M,N
1,MD,Diagnostic Radiology,156,155,156,74.673269231,407,F,M,N
1,MD,Diagnostic Radiology,17,16,17,8.12,45,F,M,N
1,MD,Diagnostic Radiology,273,252,254,9.53,55,F,M,N
1,MD,Diagnostic Radiology,17,17,17,11.62,64,F,M,N
1,MD,Diagnostic Radiology,132,117,131,9.2,50,F,M,N
1,MD,Diagnostic Radiology,14,14,14,59.91,326,F,M,N
0,MD,Cardiology,222,94,222,32.649099099,43,O,M,N
0,MD,Cardiology,56,21,56,65.29,78,O,M,N
1,MD,Cardiology,18,18,18,178.73,212,F,M,N
1,MD,Cardiology,389,352,389,194.63,232,F,M,N
1,MD,Cardiology,654,310,654,69.51,83,F,M,N
2,DO,Endocrinology,25,25,25,104.97,122.2,O,F,N
0,PA,Physician Assistant,18,18,18,8.87,36.333333333,O,M,N
1,MD,Diagnostic Radiology,13,13,13,85.12,251,F,M,N
1,MD,Diagnostic Radiology,11,11,11,95.170909091,287,F,M,N
1,MD,Diagnostic Radiology,34,33,34,94.521176471,286,F,M,N
1,MD,Diagnostic Radiology,182,181,182,79.167692308,235,F,M,N
1,MD,Diagnostic Radiology,53,51,53,119.44188679,364,F,M,N
0,MD,Diagnostic Radiology,20,17,20,241.87,624,O,M,N
0,MD,Diagnostic Radiology,21,20,20,97.643333333,351.9047619,O,M,N
1,MD,Diagnostic Radiology,42,42,42,72.15452381,225.44,F,M,N
1,MD,Diagnostic Radiology,47,46,47,115.00744681,334.91574468,F,M,N
0,MD,Cardiology,58,56,58,46.56,100,O,M,N
1,MD,Cardiology,64,64,64,193.61,385,F,M,N
1,MD,Cardiology,29,28,29,38.12,76,F,M,N
1,MD,Pathology,133,111,132,99.547293233,315,F,M,N
1,MD,Pathology,45,31,31,13.5,39,F,M,N
0,MD,Orthopedic Surgery,56,48,50,31,135,O,M,N
1,DO,Emergency Medicine,99,98,99,174.9310101,1063.959596,F,M,N
2,MD,Obstetrics & Gynecology,125,125,125,42.17,106.992,O,F,N
0,MD,Cardiology,25,22,25,11.6,25,O,M,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),43,42,43,107.83325581,1304.1432558,F,F,N
2,MD,Other,22,20,22,70.97,138.81818182,O,F,N
0,MD,Gastroenterology,123,101,123,99.36,165,O,M,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),82,81,82,146.88085366,939.02439024,F,M,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),137,137,137,150.11029197,946.16788321,F,M,N
0,MD,Diagnostic Radiology,21,21,21,160.02571429,707,O,M,N
1,MD,Diagnostic Radiology,45,45,45,62.288666667,257.97777778,F,M,N
1,MD,Diagnostic Radiology,25,25,25,58.71,247,F,M,N
1,MD,Diagnostic Radiology,25,25,25,35.89,107,F,M,N
0,MD,Diagnostic Radiology,11,11,11,454.85,500,O,M,N
1,MD,Diagnostic Radiology,138,138,138,37.496376812,147.8115942,F,M,N
1,MD,Diagnostic Radiology,60,60,60,10.96,36,F,M,N
0,MD,Diagnostic Radiology,63,63,63,194.45634921,735,O,M,N
1,MD,Diagnostic Radiology,22,20,20,65.550454545,237,F,M,N
1,MD,Diagnostic Radiology,12,11,12,8.17,30,F,M,N
0,MD,Diagnostic Radiology,27,24,24,200.1462963,735,O,M,N
1,MD,Diagnostic Radiology,45,44,44,8.89,26,F,M,N
1,MD,Diagnostic Radiology,11,11,11,9.61,14,F,M,N
1,MD,Diagnostic Radiology,24,24,24,38.19,124,F,M,N
1,MD,Diagnostic Radiology,11,11,11,38.03,56,F,M,N
2,Other,Other,98,12,68,32.18,38.88122449,O,F,N
2,MD,Family Practice,201,121,201,108.29,219,O,F,N
3,MD,Diagnostic Radiology,53,53,53,54.623018868,158,F,F,N
3,MD,Diagnostic Radiology,16,16,16,17.05,42,F,F,N
3,MD,Diagnostic Radiology,98,97,98,98.489795918,261,F,F,N
3,MD,Diagnostic Radiology,71,67,69,36.73,92,F,F,N
3,MD,Diagnostic Radiology,40,39,40,31.4525,81,F,F,N
3,MD,Diagnostic Radiology,23,23,23,23.76,63,F,F,N
3,MD,Diagnostic Radiology,105,100,104,41.81,95,F,F,N
0,MD,Other,144,24,144,11.481527778,24.555555556,O,M,N
0,MD,Psychiatry,12,12,12,81.77,97.5,O,M,N
0,MD,Family Practice,847,493,847,7.93,54,O,M,N
0,MD,Family Practice,939,528,939,4.3907028754,21,O,M,N
0,MD,Family Practice,268,223,268,35.41,110,O,M,N
0,MD,Family Practice,40,40,40,24,24,O,M,N
0,MD,Family Practice,291,274,291,189.17,345.25,O,M,N
0,MD,Neurology,19,18,19,150.5,200,O,M,N
0,DPM,Podiatry,98,66,96,22.182653061,38.36,O,M,N
0,DPM,Podiatry,211,211,211,105.67,163.16,O,M,N
1,MD,Ophthalmology,13,11,13,208.4,258.88,F,M,N
0,MD,Ophthalmology,39,35,39,14.424358974,16.010512821,O,M,N
0,MD,Ophthalmology,266,232,266,36.875864662,40.777293233,O,M,N
0,MD,Psychiatry,212,51,212,98.021981132,110,O,M,N
3,MD,Nephrology,49,43,49,36.64,70,F,F,N
1,MD,Diagnostic Radiology,165,159,163,9.03,60.921212121,F,M,N
1,MD,Diagnostic Radiology,14,14,14,59.8,428.85714286,F,M,N
1,MD,Diagnostic Radiology,22,22,22,9.37,70.954545455,F,M,N
1,MD,Diagnostic Radiology,22,22,22,39.12,338,F,M,N
1,MD,Diagnostic Radiology,13,13,13,34,283.30769231,F,M,N
2,MD,Family Practice,210,118,210,13.32,25,O,F,N
0,Organization,Other,43,39,43,30.93,100,O,O,N
0,Organization,Other,17,17,17,190.31,1750,O,O,N
0,MD,Other,32,19,32,49.7690625,133.34375,O,M,N
0,MD,Other,34,20,34,64.074705882,172.70588235,O,M,N
2,Other,Nurse Practitioner,23,23,23,3,25,O,F,N
1,MD,Family Practice,28,11,15,10.58,162,F,M,N
1,MD,Orthopedic Surgery,55,49,55,141.36,446.13054545,F,M,N
1,MD,Diagnostic Radiology,50,43,47,8.64,36,F,M,N
1,MD,Diagnostic Radiology,17,16,17,9.32,28,F,M,N
1,MD,Diagnostic Radiology,27,24,26,48.625185185,196,F,M,N
1,MD,Diagnostic Radiology,41,34,40,15.93,58,F,M,N
0,Other,Other,200,73,200,10.28,35.1,O,M,N
2,MD,Internal Medicine,14,14,14,117.96,297,O,F,N
3,MD,Other,32,24,32,69.9,153,F,F,N
3,MD,Other,871,290,871,69.25,137,F,F,N
0,PT,Physical Therapist in Private Practice,46,25,46,55.442391304,112,O,M,N
0,MD,Internal Medicine,35,25,35,67.42,95,O,M,N
2,MD,Family Practice,41,17,40,25.11,49.737073171,O,F,N
0,MD,Family Practice,17,12,17,18.7,43,O,M,N
0,MD,Family Practice,21,20,21,7.1,17,O,M,N
0,MD,Family Practice,13,11,13,169.69,366,O,M,N
0,MD,Family Practice,502,299,502,3,9,O,M,N
0,MD,Family Practice,45,41,45,9.42,29,O,M,N
0,MD,Family Practice,226,185,226,10.66,32,O,M,N
0,MD,Family Practice,28,28,28,189.33142857,562.16607143,O,M,Y
0,MD,Family Practice,177,177,177,116.27,349,O,M,N
1,Organization,Anesthesiology,21,21,21,126.72,1352,F,M,N
0,MD,Cardiology,15,14,15,27.58,61,O,M,N
1,MD,Cardiology,146,125,146,78.223150685,178,F,M,N
1,MD,Pathology,108,92,93,79.35,275.59259259,F,M,N
1,MD,Pathology,182,178,182,93.89,326.57142857,F,M,N
1,MD,Pathology,19,19,19,36.22,127.05263158,F,M,N
0,MD,Otolaryngology,124,85,124,38.849677419,50,O,M,N
1,MD,Other,20,20,20,201.95,682,F,M,N
0,MD,Family Practice,106,63,106,3,10,O,M,N
0,MD,Family Practice,20,20,20,3.08,30,O,M,N
1,MD,Hematology-Oncology,35,29,35,27.08,91.52,F,M,N
1,MD,Hematology-Oncology,14,14,14,56.51,112.84,F,M,N
2,MD,Rheumatology,321,89,208,81.46,158.22429907,O,F,N
2,MD,Rheumatology,29,29,29,116.62,170,O,F,N
1,MD,Other,12,12,12,29.27,643,F,M,N
1,MD,Cardiology,171,169,171,62.95,170.23690058,F,M,N
1,MD,Cardiology,64,62,64,25.42,131,F,M,N
0,MD,Cardiology,60,60,60,157.57,299,O,M,N
0,MD,Cardiology,19,19,19,137.99,299,O,M,N
0,MD,Cardiology,299,77,77,55.290468227,206,O,M,Y
0,DO,Family Practice,53,40,53,101.91,218,O,M,N
0,MD,Physical Medicine and Rehabilitation,44,26,44,80.5,190.85227273,O,M,N
0,MD,Physical Medicine and Rehabilitation,81,18,50,167.31061728,351.86481481,O,M,Y
1,MD,Diagnostic Radiology,17,17,17,123.9,429,F,M,N
1,MD,Diagnostic Radiology,40,38,40,66.1035,328.8,F,M,N
1,MD,Diagnostic Radiology,24,24,24,17.26,48.8,F,M,N
1,MD,Diagnostic Radiology,24,20,20,9.61,29.1,F,M,N
1,MD,Diagnostic Radiology,28,27,28,110.15,754.2,F,M,N
1,MD,Diagnostic Radiology,111,108,110,9.48,20,F,M,N
1,MD,Diagnostic Radiology,90,90,90,30.71,76,F,M,N
1,MD,Diagnostic Radiology,15,13,15,29.304,118.1,F,M,N
1,MD,Diagnostic Radiology,168,164,168,43.881904762,150.4,F,M,N
1,MD,Diagnostic Radiology,40,40,40,130.38,575,F,M,N
1,MD,Diagnostic Radiology,26,26,26,46.35,155,F,M,N
1,MD,Diagnostic Radiology,54,49,54,95.441666667,249.76,F,M,N
1,MD,Diagnostic Radiology,11,11,11,77.280909091,291,F,M,N
0,DPM,Podiatry,38,38,38,72.28,112.49,O,M,N
1,MD,Anesthesiology,17,14,17,71.9,197,F,M,N
0,DO,Family Practice,12,12,12,17.555,48.25,O,M,N
0,D.P.M.,Podiatry,22,22,22,107.78,150,O,M,N
2,MD,General Surgery,64,64,64,102.65,220.1875,O,F,N
2,MD,General Surgery,66,57,66,69.36,148.90909091,O,F,N
0,MD,Internal Medicine,19,18,19,65.052105263,142.5,O,M,N
0,MD,Internal Medicine,44,44,44,16.98,30,O,M,N
0,MD,Internal Medicine,76,45,76,42.23,45,O,M,N
0,MD,Internal Medicine,68,30,68,108.24,137.94117647,O,M,N
0,DO,Family Practice,17,16,17,11.85,26,O,M,N
0,DO,Family Practice,84,84,84,191.39928571,381,O,M,Y
0,MD,Other,82,55,82,104.53,208.75609756,O,M,N
0,MD,Other,17,16,17,24.25,29.941176471,O,M,N
0,DPM,Podiatry,27,23,27,107.45740741,361,O,M,N
0,DPM,Podiatry,370,254,370,76.68,197,O,M,N
3,MD,Endocrinology,51,23,51,38.58,144,F,F,N
1,MD,Other,71,35,71,54.185915493,269.15492958,F,M,N
1,MD,Other,157,73,157,109.56,630,F,M,N
1,MD,Other,432,184,432,100.06,560,F,M,N
1,MD,Other,42,31,42,87.580952381,1183.3333333,F,M,N
1,MD,Other,51,51,51,75.17,280,F,M,N
2,MD,Family Practice,42,41,42,48.429047619,96.25,O,F,Y
2,MD,Family Practice,312,190,312,109.75,244.75801282,O,F,N
1,MD,Ophthalmology,18,16,18,320.37,1460.3,F,M,N
1,MD,Ophthalmology,15,15,15,450.316,1573.1946667,F,M,N
0,MD,Ophthalmology,16,16,16,107.55,187,O,M,N
1,MD,Orthopedic Surgery,14,14,14,252.45571429,721.42857143,F,M,N
1,MD,Anesthesiology,22,22,22,52.13,600,F,M,N
0,MD,Anesthesiology,27,27,27,105.36,240,O,M,N
1,MD,Pathology,92,39,39,37.01,195.64130435,F,M,N
1,MD,Anesthesiology,31,31,31,14.3,49.483870968,F,M,N
1,MD,Urology,157,157,157,128.39,254.68866242,F,M,N
0,PT,Physical Therapist in Private Practice,309,47,309,10.33,21,O,M,N
0,DO,Other,86,83,86,71.5,120,O,M,N
0,DO,Other,40,37,40,105.34,175,O,M,N
0,MD,Internal Medicine,548,230,548,3.08,10,O,M,N
0,MD,Internal Medicine,470,206,470,56.62,115,O,M,N
0,MD,Internal Medicine,630,250,630,10.66,25,O,M,N
0,MD,Internal Medicine,90,54,90,16.200444444,17.822222222,O,M,N
1,MD,Internal Medicine,369,315,369,200.45,238.04878049,F,M,N
0,MD,Internal Medicine,24,13,24,40.02,70,O,M,N
1,DO,Anesthesiology,11,11,11,98.117272727,780,F,M,N
0,Organization,Physical Therapist in Private Practice,944,38,386,21.849300847,28.279661017,O,M,N
0,Organization,Physical Therapist in Private Practice,582,68,582,26.105498282,30.402852234,O,M,N
0,MD,Hematology-Oncology,238,57,238,61.06,140,O,M,N
0,MD,Hematology-Oncology,125,22,91,25.68,60.016,O,M,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),159,151,159,89.216981132,120.83333333,F,F,N
2,MD,Family Practice,73,61,73,23.05,41.777534247,O,F,N
2,MD,Family Practice,17,17,17,97.279411765,100.08294118,O,F,Y
2,MD,Family Practice,321,148,321,110.28,182.85669782,O,F,N
0,Organization,Mass Immunizer Roster Biller,46,46,46,24.05,24.05,O,O,Y
2,MD,Family Practice,91,63,91,70.96,235,O,F,N
2,MD,Ophthalmology,44,42,44,74.113636364,170,O,F,N
2,OD,Optometry,37,37,37,75.02,100,O,F,N
2,OD,Optometry,48,48,48,138.72,200,O,F,N
2,OD,Optometry,629,488,629,78.96,100,O,F,N
2,OD,Optometry,26,26,26,58.58,110,O,F,N
2,OD,Optometry,15,15,15,59.29,95,O,F,N
2,OD,Optometry,79,46,79,68.58,100,O,F,N
0,MD,Interventional Radiology,83,83,83,208.43445783,1000,O,M,N
0,MD,Interventional Radiology,112,21,46,50,50,O,M,Y
2,MD,Internal Medicine,35,35,35,189.33142857,288.34285714,O,F,Y
2,MD,Internal Medicine,85,43,85,25.86,52,O,F,N
2,MD,Internal Medicine,731,372,731,108.85,215,O,F,N
0,MD,General Surgery,35,33,35,230.18142857,790.74285714,O,M,N
2,PA,Physician Assistant,37,35,37,10.66,10.66,O,F,N
1,MD,Anesthesiology,168,106,168,114.89071429,692.32142857,F,M,N
1,MD,Anesthesiology,68,50,68,120.66705882,710,F,M,N
0,MD,Diagnostic Radiology,19,18,19,26.057368421,109.99210526,O,M,N
1,MD,Diagnostic Radiology,21,20,21,9.4666666667,39,F,M,N
1,MD,Diagnostic Radiology,19,19,19,40.220526316,130.10526316,F,M,N
0,MD,Nephrology,52,52,52,3.5,11,O,M,N
0,MD,Nephrology,54,39,54,20.2,35,O,M,N
1,MD,Nephrology,22,21,22,203.4,255,F,M,N
3,MD,Emergency Medicine,132,131,132,163.335,552.99242424,F,F,N
1,MD,Urology,11,11,11,46.446363636,617.36363636,F,M,N
1,MD,Urology,14,14,14,18.58,699,F,M,N
1,MD,Urology,35,35,35,24.74,164.31428571,F,M,N
3,MD,Internal Medicine,82,82,82,108.94,265.54243902,F,F,N
1,MD,Pulmonary Disease,81,40,81,218.41,550,F,M,N
0,DPM,Podiatry,64,48,64,24.34828125,44,O,M,N
0,DPM,Podiatry,50,27,30,6.0598,9,O,M,Y
0,MD,Internal Medicine,57,49,57,13.02,92.649122807,O,M,N
0,MD,Internal Medicine,25,24,24,33.75,97.2,O,M,N
0,MD,Internal Medicine,84,45,84,13.32,30,O,M,N
0,MD,Internal Medicine,23,22,23,5.76,14.25,O,M,N
0,MD,Internal Medicine,40,39,40,15.71,30,O,M,N
0,MD,Family Practice,14,14,14,71.13,116,O,M,N
0,MD,Family Practice,29,27,29,102.84,146,O,M,N
0,MD,Family Practice,98,98,98,14,14,O,M,N
0,Organization,Pulmonary Disease,35,35,35,58,155,O,M,N
0,Organization,Pulmonary Disease,58,48,58,104.24,205,O,M,N
1,Organization,Pulmonary Disease,78,42,78,219.52,640,F,M,N
0,ARNP,Nurse Practitioner,17,14,17,84.77,100,O,M,N
0,ARNP,Nurse Practitioner,103,24,103,108.31,200,O,M,N
1,MD,Emergency Medicine,22,13,22,15.330454545,42,F,M,N
1,MD,Emergency Medicine,48,32,48,85.17,147.64583333,F,M,N
1,MD,Emergency Medicine,81,72,81,120.95,236.88888889,F,M,N
0,MD,Other,1600,40,75,14.31,15,O,M,N
0,MD,Dermatology,19,16,19,41.042631579,308,O,M,N
0,MD,Dermatology,36,28,29,375.03,1827,O,M,N
0,MD,Dermatology,290,170,202,39.495517241,426.36551724,O,M,N
0,MD,Dermatology,84,77,84,42.24,137,O,M,N
0,Organization,Mass Immunizer Roster Biller,41,41,41,43.12,43.12,O,O,Y
1,MD,Pulmonary Disease,250,220,250,12.33,22,F,M,N
1,MD,Pulmonary Disease,264,232,264,9.15,16,F,M,N
